Case_Name,Case_ID,Start_Year,Start_Month,Inspector_ID,Solved/Unsolved,Name,Rank,Police_Station_Name,Station_ID,Case_ID,Crime location
Robbery,2022226,2023,7,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2022226,"19.035533, 73.048624"
Violence,2022228,2024,8,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2022228,"19.100436, 72.779870"
Rape,2022232,2023,7,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2022232,"19.135739, 72.933120"
Suicide,2022247,2023,8,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2022247,"19.075990, 72.711273"
Drink and Drive,2022299,2025,1,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2022299,"19.053877, 72.711453"
Murder,2022348,2024,1,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2022348,"19.064731, 72.839693"
Kidnapping,2022358,2025,1,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2022358,"18.887879, 72.923923"
Drink and Drive,2022429,2025,1,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2022429,"19.008696, 72.866332"
Kidnapping,2022439,2022,11,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2022439,"19.171527, 72.835869"
Murder,2022458,2024,12,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2022458,"19.003316, 73.006780"
Violence,2022475,2024,5,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2022475,"19.018788, 72.924769"
Robbery,2022477,2025,1,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2022477,"19.166384, 73.019974"
Drink and Drive,2022502,2022,7,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2022502,"19.094423, 72.912927"
Drink and Drive,2022510,2022,11,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2022510,"19.201768, 72.926919"
Murder,2022513,2022,4,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2022513,"19.031022, 72.998897"
Suicide,2022548,2022,12,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2022548,"19.223774, 72.915673"
Kidnapping,2022560,2025,1,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2022560,"19.050582, 73.029739"
Kidnapping,2022601,2024,7,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2022601,"19.173338, 72.792921"
Suicide,2022603,2025,1,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2022603,"18.979714, 72.840046"
Kidnapping,2022644,2025,1,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2022644,"19.031601, 72.830369"
Kidnapping,2022648,2023,10,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2022648,"19.046503, 72.751887"
Drink and Drive,2022662,2024,1,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2022662,"19.071139, 72.812480"
Violence,2022705,2025,1,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2022705,"19.102102, 72.816442"
Kidnapping,2022713,2024,4,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2022713,"18.992960, 72.990689"
Kidnapping,2022727,2022,2,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2022727,"19.116285, 72.784797"
Violence,2022792,2023,5,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2022792,"19.039378, 72.895634"
Kidnapping,2022815,2023,11,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2022815,"18.920914, 72.865207"
Robbery,2022820,2024,6,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2022820,"19.161427, 73.026191"
Robbery,2022856,2025,1,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2022856,"19.055521, 72.925179"
Rape,2022872,2022,9,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2022872,"19.151003, 72.901177"
Drink and Drive,2022880,2023,7,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2022880,"19.178733, 73.001491"
Murder,2022884,2023,6,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2022884,"19.124192, 73.045131"
Suicide,2022990,2025,1,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2022990,"18.913168, 72.909903"
Rape,2023011,2023,6,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2023011,"19.217758, 72.884523"
Violence,2023033,2025,1,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2023033,"19.138975, 73.013330"
Suicide,2023039,2022,4,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2023039,"19.033275, 73.006299"
Rape,2023051,2022,5,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2023051,"19.034106, 72.960837"
Violence,2023063,2022,8,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2023063,"19.161987, 72.963612"
Suicide,2023086,2024,9,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2023086,"19.069903, 72.990717"
Robbery,2023115,2025,1,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2023115,"19.155280, 73.024273"
Rape,2023136,2023,5,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2023136,"19.215054, 72.883060"
Rape,2023153,2025,1,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2023153,"19.002251, 72.988472"
Kidnapping,2023184,2022,5,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2023184,"19.180980, 72.839426"
Drink and Drive,2023248,2025,1,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2023248,"19.163478, 72.968532"
Suicide,2023260,2024,5,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2023260,"18.946507, 73.027923"
Drink and Drive,2023294,2023,5,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2023294,"19.168116, 72.999850"
Murder,2023304,2022,2,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2023304,"19.000988, 73.044373"
Suicide,2023318,2024,8,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2023318,"19.147991, 72.739409"
Robbery,2023340,2025,1,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2023340,"19.101431, 73.012367"
Kidnapping,2023385,2024,3,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2023385,"19.058836, 72.895021"
Murder,2023425,2023,1,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2023425,"19.126203, 72.920432"
Suicide,2023426,2022,2,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2023426,"19.069407, 72.930489"
Robbery,2023446,2025,1,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2023446,"19.124057, 72.749208"
Kidnapping,2023460,2025,1,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2023460,"19.021329, 72.816747"
Suicide,2023526,2025,1,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2023526,"19.051382, 72.907562"
Rape,2023529,2022,4,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2023529,"19.208253, 72.879572"
Robbery,2023530,2025,1,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2023530,"18.897364, 72.871181"
Suicide,2023539,2022,8,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2023539,"19.121598, 72.786392"
Violence,2023567,2022,12,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2023567,"18.995499, 72.942886"
Robbery,2023613,2023,5,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2023613,"19.001168, 72.795914"
Kidnapping,2023674,2025,1,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2023674,"19.001407, 72.773888"
Kidnapping,2023687,2022,5,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2023687,"19.063956, 72.753055"
Robbery,2023696,2025,1,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2023696,"19.116562, 73.056387"
Kidnapping,2023734,2022,11,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2023734,"19.101103, 73.082779"
Kidnapping,2023738,2025,1,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2023738,"18.991519, 72.978975"
Drink and Drive,2023759,2022,1,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2023759,"19.031737, 72.716874"
Suicide,2023776,2024,6,1040,Solved,Umesh Yadav,Inspector,Chembur,PS014,2023776,"19.021479, 72.787582"
Drink and Drive,2023818,2023,4,1040,Unsolved,Umesh Yadav,Inspector,Chembur,PS014,2023818,"19.152503, 72.983366"
Kidnapping,2023824,2024,4,1040,Unsolved,Umesh Yadav,Inspector,Chembur,PS014,2023824,"19.024360, 72.822726"
Murder,2023841,2024,10,1040,Unsolved,Umesh Yadav,Inspector,Chembur,PS014,2023841,"18.921464, 72.811667"
Murder,2023847,2024,7,1040,Unsolved,Umesh Yadav,Inspector,Chembur,PS014,2023847,"18.961429, 72.792911"
Violence,2023851,2025,1,1040,Unsolved,Umesh Yadav,Inspector,Chembur,PS014,2023851,"19.015386, 72.961385"
Kidnapping,2023868,2023,1,1040,Unsolved,Umesh Yadav,Inspector,Chembur,PS014,2023868,"19.084201, 72.943641"
Murder,2023923,2025,1,1040,Unsolved,Umesh Yadav,Inspector,Chembur,PS014,2023923,"19.157069, 72.818777"
Suicide,2023925,2025,1,1040,Unsolved,Umesh Yadav,Inspector,Chembur,PS014,2023925,"19.139118, 73.062240"
Kidnapping,2023929,2024,5,1040,Unsolved,Umesh Yadav,Inspector,Chembur,PS014,2023929,"19.126764, 72.850083"
Violence,2023965,2022,1,1040,Unsolved,Umesh Yadav,Inspector,Chembur,PS014,2023965,"19.147737, 73.058928"
Rape,2023988,2022,2,1040,Unsolved,Umesh Yadav,Inspector,Chembur,PS014,2023988,"19.207202, 72.925240"
Kidnapping,2023992,2025,1,1040,Unsolved,Umesh Yadav,Inspector,Chembur,PS014,2023992,"18.927665, 72.992500"
Kidnapping,2022025,2025,1,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2022025,"19.069340, 72.685728"
Robbery,2022032,2024,7,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2022032,"19.107770, 72.951952"
Robbery,2022103,2025,1,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2022103,"19.140716, 72.875675"
Rape,2022105,2022,10,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2022105,"18.905092, 72.797972"
Rape,2022173,2024,12,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2022173,"19.085895, 72.739679"
Murder,2022188,2022,1,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2022188,"19.146631, 72.721243"
Rape,2022229,2025,1,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2022229,"19.183111, 72.811828"
Kidnapping,2022234,2023,9,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2022234,"18.993435, 72.937376"
Violence,2022248,2023,5,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2022248,"19.011161, 72.752391"
Violence,2022261,2023,2,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2022261,"18.850655, 72.821181"
Murder,2022304,2024,1,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2022304,"18.968833, 72.896826"
Drink and Drive,2022314,2022,4,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2022314,"18.861219, 72.903086"
Kidnapping,2022316,2022,3,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2022316,"19.037495, 72.955285"
Kidnapping,2022321,2023,1,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2022321,"18.999603, 72.820072"
Rape,2022326,2025,1,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2022326,"18.984326, 73.027469"
Suicide,2022334,2022,12,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2022334,"19.129555, 72.830829"
Drink and Drive,2022353,2023,7,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2022353,"19.163643, 72.936012"
Violence,2022364,2025,1,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2022364,"18.933119, 72.968316"
Kidnapping,2022366,2025,1,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2022366,"18.969203, 72.910949"
Kidnapping,2022387,2025,1,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2022387,"18.904241, 72.896843"
Rape,2022394,2025,1,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2022394,"19.142224, 72.880598"
Murder,2022415,2023,8,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2022415,"19.120376, 72.722946"
Robbery,2022424,2022,11,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2022424,"19.000744, 72.920109"
Kidnapping,2022481,2022,12,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2022481,"18.967204, 72.864222"
Drink and Drive,2022484,2024,10,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2022484,"19.047151, 72.775711"
Violence,2022508,2025,1,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2022508,"19.025724, 72.837510"
Drink and Drive,2022575,2022,5,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2022575,"18.864244, 72.803494"
Robbery,2022643,2025,1,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2022643,"18.923515, 72.864520"
Murder,2022647,2022,12,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2022647,"19.073159, 72.855935"
Robbery,2022699,2025,1,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2022699,"18.945631, 72.753181"
Violence,2022719,2024,3,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2022719,"18.959365, 73.012198"
Suicide,2022752,2024,11,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2022752,"19.154309, 72.788511"
Suicide,2022845,2022,11,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2022845,"18.978732, 72.843474"
Suicide,2022898,2023,11,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2022898,"18.992110, 72.801207"
Robbery,2022915,2025,1,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2022915,"19.028419, 72.727299"
Suicide,2022951,2024,8,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2022951,"19.182034, 72.785390"
Drink and Drive,2022954,2022,8,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2022954,"19.082445, 72.983974"
Murder,2022967,2024,8,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2022967,"18.992709, 72.986856"
Robbery,2022980,2023,6,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2022980,"18.933546, 72.744842"
Violence,2022983,2025,1,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2022983,"19.104457, 72.700878"
Murder,2022997,2025,1,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2022997,"19.086434, 72.728696"
Violence,2023061,2025,1,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2023061,"19.102398, 72.989994"
Robbery,2023082,2025,1,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2023082,"18.934258, 72.805947"
Rape,2023093,2024,8,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2023093,"18.863985, 72.813843"
Rape,2023168,2024,9,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2023168,"18.993720, 72.664647"
Murder,2023174,2023,8,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2023174,"18.935828, 72.965370"
Violence,2023180,2022,3,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2023180,"18.962280, 72.810613"
Rape,2023204,2025,1,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2023204,"18.911367, 72.810044"
Murder,2023207,2024,1,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2023207,"19.055057, 72.968207"
Drink and Drive,2023227,2023,7,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2023227,"19.064103, 72.984466"
Murder,2023301,2025,1,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2023301,"19.172037, 72.907878"
Robbery,2023305,2025,1,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2023305,"19.172527, 72.888990"
Violence,2023317,2024,6,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2023317,"18.992006, 72.831783"
Robbery,2023336,2025,1,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2023336,"18.976155, 72.986575"
Drink and Drive,2023345,2023,6,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2023345,"19.164573, 72.879535"
Violence,2023354,2023,2,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2023354,"19.138484, 72.949144"
Drink and Drive,2023366,2025,1,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2023366,"18.929670, 72.887687"
Murder,2023394,2023,12,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2023394,"19.142351, 72.958821"
Drink and Drive,2023409,2025,1,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2023409,"18.937377, 72.945814"
Robbery,2023415,2024,1,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2023415,"18.958914, 72.861265"
Robbery,2023421,2024,4,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2023421,"18.994302, 72.999089"
Murder,2023461,2025,1,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2023461,"18.989178, 72.991713"
Murder,2023473,2023,4,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2023473,"19.022682, 72.874762"
Murder,2023484,2022,1,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2023484,"19.020588, 72.724923"
Rape,2023515,2023,3,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2023515,"18.992549, 72.727332"
Violence,2023519,2025,1,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2023519,"19.185601, 72.856503"
Violence,2023527,2025,1,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2023527,"19.138209, 72.829853"
Murder,2023542,2023,1,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2023542,"18.961682, 72.782404"
Drink and Drive,2023546,2023,5,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2023546,"18.972120, 72.918292"
Rape,2023612,2025,1,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2023612,"19.196673, 72.866185"
Murder,2023628,2022,4,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2023628,"18.910937, 72.712829"
Robbery,2023662,2022,11,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2023662,"18.992613, 72.978664"
Robbery,2023684,2023,10,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2023684,"19.018467, 72.841097"
Suicide,2023698,2024,5,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2023698,"19.142748, 72.722820"
Violence,2023725,2024,1,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2023725,"18.863159, 72.925366"
Murder,2023754,2024,9,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2023754,"18.914726, 72.794649"
Drink and Drive,2023761,2024,8,1016,Solved,Harish Pillai,Inspector,Dadar,PS006,2023761,"18.962547, 72.792192"
Kidnapping,2023801,2024,3,1016,Unsolved,Harish Pillai,Inspector,Dadar,PS006,2023801,"19.155204, 72.738283"
Murder,2023811,2024,12,1016,Unsolved,Harish Pillai,Inspector,Dadar,PS006,2023811,"18.982890, 72.823903"
Kidnapping,2023888,2022,5,1016,Unsolved,Harish Pillai,Inspector,Dadar,PS006,2023888,"18.898087, 72.712733"
Suicide,2023896,2025,1,1016,Unsolved,Harish Pillai,Inspector,Dadar,PS006,2023896,"18.990888, 72.761494"
Suicide,2023918,2024,12,1016,Unsolved,Harish Pillai,Inspector,Dadar,PS006,2023918,"18.875635, 72.761815"
Violence,2023999,2022,7,1016,Unsolved,Harish Pillai,Inspector,Dadar,PS006,2023999,"18.983017, 72.785075"
Drink and Drive,2022005,2023,8,1058,Solved,Manisha Gokhale,Inspector,Dombivli,PS020,2022005,"19.138241, 72.962134"
Murder,2022062,2024,7,1058,Solved,Manisha Gokhale,Inspector,Dombivli,PS020,2022062,"19.262133, 72.938914"
Suicide,2022120,2024,9,1058,Solved,Manisha Gokhale,Inspector,Dombivli,PS020,2022120,"19.386485, 72.990069"
Drink and Drive,2022123,2024,6,1058,Solved,Manisha Gokhale,Inspector,Dombivli,PS020,2022123,"19.282283, 73.149123"
Rape,2022160,2022,4,1058,Solved,Manisha Gokhale,Inspector,Dombivli,PS020,2022160,"19.232643, 73.026573"
Murder,2022209,2022,6,1058,Solved,Manisha Gokhale,Inspector,Dombivli,PS020,2022209,"19.270464, 73.149045"
Murder,2022253,2023,9,1058,Solved,Manisha Gokhale,Inspector,Dombivli,PS020,2022253,"19.146103, 72.931932"
Rape,2022257,2025,1,1058,Solved,Manisha Gokhale,Inspector,Dombivli,PS020,2022257,"19.229073, 73.088517"
Violence,2022263,2024,6,1058,Solved,Manisha Gokhale,Inspector,Dombivli,PS020,2022263,"19.209022, 72.988891"
Robbery,2022292,2025,1,1058,Solved,Manisha Gokhale,Inspector,Dombivli,PS020,2022292,"19.346009, 72.914447"
Murder,2022360,2023,2,1058,Solved,Manisha Gokhale,Inspector,Dombivli,PS020,2022360,"19.230736, 73.102835"
Murder,2022382,2024,7,1058,Solved,Manisha Gokhale,Inspector,Dombivli,PS020,2022382,"19.264292, 73.155842"
Kidnapping,2022384,2023,8,1058,Solved,Manisha Gokhale,Inspector,Dombivli,PS020,2022384,"19.354357, 72.916918"
Suicide,2022402,2022,6,1058,Solved,Manisha Gokhale,Inspector,Dombivli,PS020,2022402,"19.105755, 73.160052"
Kidnapping,2022420,2022,1,1058,Solved,Manisha Gokhale,Inspector,Dombivli,PS020,2022420,"19.075615, 73.008492"
Drink and Drive,2022434,2022,4,1058,Solved,Manisha Gokhale,Inspector,Dombivli,PS020,2022434,"19.203045, 73.175639"
Suicide,2022437,2024,12,1058,Solved,Manisha Gokhale,Inspector,Dombivli,PS020,2022437,"19.340869, 73.116084"
Violence,2022464,2023,9,1058,Solved,Manisha Gokhale,Inspector,Dombivli,PS020,2022464,"19.408356, 73.035199"
Robbery,2022474,2023,10,1058,Solved,Manisha Gokhale,Inspector,Dombivli,PS020,2022474,"19.203172, 73.194299"
Murder,2022490,2025,1,1058,Solved,Manisha Gokhale,Inspector,Dombivli,PS020,2022490,"19.183867, 72.915159"
Suicide,2022530,2022,5,1058,Solved,Manisha Gokhale,Inspector,Dombivli,PS020,2022530,"19.082531, 72.930461"
Robbery,2022564,2022,6,1058,Solved,Manisha Gokhale,Inspector,Dombivli,PS020,2022564,"19.332638, 73.179992"
Robbery,2022618,2024,12,1058,Solved,Manisha Gokhale,Inspector,Dombivli,PS020,2022618,"19.322915, 72.962018"
Violence,2022635,2023,4,1058,Solved,Manisha Gokhale,Inspector,Dombivli,PS020,2022635,"19.222869, 72.852164"
Suicide,2022810,2023,12,1058,Solved,Manisha Gokhale,Inspector,Dombivli,PS020,2022810,"19.148513, 72.876033"
Murder,2022816,2025,1,1058,Solved,Manisha Gokhale,Inspector,Dombivli,PS020,2022816,"19.233545, 73.045070"
Violence,2022817,2024,12,1058,Solved,Manisha Gokhale,Inspector,Dombivli,PS020,2022817,"19.123929, 73.143490"
Robbery,2022828,2022,1,1058,Solved,Manisha Gokhale,Inspector,Dombivli,PS020,2022828,"19.156599, 73.011091"
Suicide,2022832,2022,10,1058,Solved,Manisha Gokhale,Inspector,Dombivli,PS020,2022832,"19.210819, 72.968414"
Rape,2022877,2023,10,1058,Solved,Manisha Gokhale,Inspector,Dombivli,PS020,2022877,"19.318629, 73.023863"
Violence,2022879,2023,4,1058,Solved,Manisha Gokhale,Inspector,Dombivli,PS020,2022879,"19.348299, 73.122465"
Murder,2022913,2022,7,1058,Solved,Manisha Gokhale,Inspector,Dombivli,PS020,2022913,"19.248721, 73.122641"
Murder,2022933,2023,11,1058,Solved,Manisha Gokhale,Inspector,Dombivli,PS020,2022933,"19.304210, 73.054955"
Violence,2022944,2023,5,1058,Solved,Manisha Gokhale,Inspector,Dombivli,PS020,2022944,"19.282277, 72.871413"
Murder,2022952,2024,8,1058,Solved,Manisha Gokhale,Inspector,Dombivli,PS020,2022952,"19.186866, 72.962270"
Robbery,2022956,2022,9,1058,Solved,Manisha Gokhale,Inspector,Dombivli,PS020,2022956,"19.143595, 73.150102"
Violence,2022978,2022,7,1058,Solved,Manisha Gokhale,Inspector,Dombivli,PS020,2022978,"19.286128, 73.193130"
Robbery,2023111,2024,1,1058,Solved,Manisha Gokhale,Inspector,Dombivli,PS020,2023111,"19.290595, 73.129677"
Drink and Drive,2023181,2024,4,1058,Solved,Manisha Gokhale,Inspector,Dombivli,PS020,2023181,"19.318771, 73.090311"
Drink and Drive,2023199,2023,5,1058,Solved,Manisha Gokhale,Inspector,Dombivli,PS020,2023199,"19.347957, 73.154736"
Kidnapping,2023216,2025,1,1058,Solved,Manisha Gokhale,Inspector,Dombivli,PS020,2023216,"19.080959, 73.074472"
Violence,2023237,2025,1,1058,Solved,Manisha Gokhale,Inspector,Dombivli,PS020,2023237,"19.279180, 72.885543"
Drink and Drive,2023247,2024,10,1058,Solved,Manisha Gokhale,Inspector,Dombivli,PS020,2023247,"19.121350, 73.156078"
Rape,2023265,2022,9,1058,Solved,Manisha Gokhale,Inspector,Dombivli,PS020,2023265,"19.198338, 72.957670"
Robbery,2023298,2023,2,1058,Solved,Manisha Gokhale,Inspector,Dombivli,PS020,2023298,"19.305203, 72.953383"
Drink and Drive,2023310,2025,1,1058,Solved,Manisha Gokhale,Inspector,Dombivli,PS020,2023310,"19.176824, 72.886490"
Murder,2023329,2024,5,1058,Solved,Manisha Gokhale,Inspector,Dombivli,PS020,2023329,"19.083050, 73.008772"
Murder,2023368,2022,4,1058,Solved,Manisha Gokhale,Inspector,Dombivli,PS020,2023368,"19.332646, 73.101136"
Violence,2023379,2022,6,1058,Solved,Manisha Gokhale,Inspector,Dombivli,PS020,2023379,"19.092429, 73.047513"
Rape,2023391,2023,1,1058,Solved,Manisha Gokhale,Inspector,Dombivli,PS020,2023391,"19.141176, 73.126200"
Violence,2023422,2023,6,1058,Solved,Manisha Gokhale,Inspector,Dombivli,PS020,2023422,"19.346566, 72.886452"
Kidnapping,2023468,2025,1,1058,Solved,Manisha Gokhale,Inspector,Dombivli,PS020,2023468,"19.328816, 73.180387"
Murder,2023472,2023,9,1058,Solved,Manisha Gokhale,Inspector,Dombivli,PS020,2023472,"19.376825, 73.048497"
Suicide,2023479,2024,6,1058,Solved,Manisha Gokhale,Inspector,Dombivli,PS020,2023479,"19.251402, 73.133330"
Violence,2023481,2025,1,1058,Solved,Manisha Gokhale,Inspector,Dombivli,PS020,2023481,"19.219775, 72.896891"
Robbery,2023485,2025,1,1058,Solved,Manisha Gokhale,Inspector,Dombivli,PS020,2023485,"19.070546, 73.078889"
Violence,2023506,2023,8,1058,Solved,Manisha Gokhale,Inspector,Dombivli,PS020,2023506,"19.251589, 72.916194"
Kidnapping,2023516,2024,2,1058,Solved,Manisha Gokhale,Inspector,Dombivli,PS020,2023516,"19.159192, 73.129498"
Murder,2023543,2024,9,1058,Solved,Manisha Gokhale,Inspector,Dombivli,PS020,2023543,"19.310706, 72.918549"
Violence,2023607,2024,9,1058,Solved,Manisha Gokhale,Inspector,Dombivli,PS020,2023607,"19.274213, 73.101176"
Suicide,2023631,2023,9,1058,Solved,Manisha Gokhale,Inspector,Dombivli,PS020,2023631,"19.098913, 72.983363"
Drink and Drive,2023700,2025,1,1058,Solved,Manisha Gokhale,Inspector,Dombivli,PS020,2023700,"19.206392, 73.007662"
Violence,2023711,2023,3,1058,Solved,Manisha Gokhale,Inspector,Dombivli,PS020,2023711,"19.192214, 72.972319"
Murder,2023774,2023,11,1058,Solved,Manisha Gokhale,Inspector,Dombivli,PS020,2023774,"19.143289, 73.053401"
